Id,Email,Status,Type,Date,Region,Files,Viewable,Original_Index,Filename,Full Path,Found
632494,szh@noc.soton.ac.uk,submitted,topographic,2024-12-19,South West,Report_Topo_6eB3-3_20240921.pdf,,4,,,No
632494,szh@noc.soton.ac.uk,submitted,topographic,2024-12-19,South West,6eB3-3_20240921tip.txt,,4,6eB3-3_20240921tip.txt,X:/Data/Survey_Topo/Phase4\TSW_IoS\6e\6eB3-3\6eB3-3_20240921tip\Batch\6eB3-3_20240921tip.txt,Yes
632493,szh@noc.soton.ac.uk,submitted,topographic,2024-12-19,South West,6eB3-2_20240921tri.zip,,5,,,No
632493,szh@noc.soton.ac.uk,submitted,topographic,2024-12-19,South West,Report_Topo_6eB3-2_20240921.pdf,,5,,,No
632493,szh@noc.soton.ac.uk,submitted,topographic,2024-12-19,South West,6eB3-2_20240921tip.txt,,5,6eB3-2_20240921tip.txt,X:/Data/Survey_Topo/Phase4\TSW_IoS\6e\6eB3-2\6eB3-2_20240921tip\Batch\6eB3-2_20240921tip.txt,Yes
632492,szh@noc.soton.ac.uk,submitted,topographic,2024-12-19,South West,6eB3-1_20240921tri.zip,,6,,,No
632492,szh@noc.soton.ac.uk,submitted,topographic,2024-12-19,South West,Report_Topo_6eB3-1_20240921.pdf,,6,,,No
632492,szh@noc.soton.ac.uk,submitted,topographic,2024-12-19,South West,6eB3-1_20240921tip.txt,,6,6eB3-1_20240921tip.txt,X:/Data/Survey_Topo/Phase4\TSW_IoS\6e\6eB3-1\6eB3-1_20240921tip\Batch\6eB3-1_20240921tip.txt,Yes
632491,szh@noc.soton.ac.uk,submitted,topographic,2024-12-19,South West,6eB2-2_20240921tri.zip,,7,,,No
632491,szh@noc.soton.ac.uk,submitted,topographic,2024-12-19,South West,Report_Topo_6eB2-2_20240921.pdf,,7,,,No
632491,szh@noc.soton.ac.uk,submitted,topographic,2024-12-19,South West,6eB2-2_20240921tip.txt,,7,6eB2-2_20240921tip.txt,X:/Data/Survey_Topo/Phase4\TSW_IoS\6e\6eB2-2\6eB2-2_20240921tip\Batch\6eB2-2_20240921tip.txt,Yes
632490,szh@noc.soton.ac.uk,submitted,topographic,2024-12-19,South West,6eB1-5_20240921tri.zip,,8,,,No
632490,szh@noc.soton.ac.uk,submitted,topographic,2024-12-19,South West,Report_Topo_6eB1-5_20240921.pdf,,8,,,No
632490,szh@noc.soton.ac.uk,submitted,topographic,2024-12-19,South West,6eB1-5_20240921tip.txt,,8,6eB1-5_20240921tip.txt,X:/Data/Survey_Topo/Phase4\TSW_IoS\6e\6eB1-5\6eB1-5_20240921tip\Batch\6eB1-5_20240921tip.txt,Yes
632489,szh@noc.soton.ac.uk,submitted,topographic,2024-12-19,South West,6eB1-4_20240921tip.txt,,9,6eB1-4_20240921tip.txt,X:/Data/Survey_Topo/Phase4\TSW_IoS\6e\6eB1-4\6eB1-4_20240921tip\Batch\6eB1-4_20240921tip.txt,Yes
632489,szh@noc.soton.ac.uk,submitted,topographic,2024-12-19,South West,6eB1-4_20240921tri.zip,,9,,,No
632489,szh@noc.soton.ac.uk,submitted,topographic,2024-12-19,South West,Report_Topo_6eB1-4_20240921.pdf,,9,,,No
632488,szh@noc.soton.ac.uk,submitted,topographic,2024-12-19,South West,6eB1-2_20240921tip.txt,,10,6eB1-2_20240921tip.txt,X:/Data/Survey_Topo/Phase4\TSW_IoS\6e\6eB1-2\6eB1-2_20240921tip\Batch\6eB1-2_20240921tip.txt,Yes
632488,szh@noc.soton.ac.uk,submitted,topographic,2024-12-19,South West,Report_Topo_6eB1-2_20240921.pdf,,10,,,No
632488,szh@noc.soton.ac.uk,submitted,topographic,2024-12-19,South West,6eB1-2_20240921tri.zip,,10,,,No
632487,szh@noc.soton.ac.uk,submitted,topographic,2024-12-19,South West,6eB1-1_20240921tip.txt,,11,6eB1-1_20240921tip.txt,X:/Data/Survey_Topo/Phase4\TSW_IoS\6e\6eB1-1\6eB1-1_20240921tip\Batch\6eB1-1_20240921tip.txt,Yes
632487,szh@noc.soton.ac.uk,submitted,topographic,2024-12-19,South West,Report_Topo_6eB1-1_20240921.pdf,,11,,,No
632487,szh@noc.soton.ac.uk,submitted,topographic,2024-12-19,South West,6eB1-1_20240921tri.zip,,11,,,No
632486,szh@noc.soton.ac.uk,submitted,topographic,2024-12-19,South West,6eA8-4_20240922tip.txt,,12,6eA8-4_20240922tip.txt,X:/Data/Survey_Topo/Phase4\TSW_IoS\6e\6eA8-4\6eA8-4_20240922tip\Batch\6eA8-4_20240922tip.txt,Yes
632486,szh@noc.soton.ac.uk,submitted,topographic,2024-12-19,South West,Report_Topo_6eA8-4_20240922.pdf,,12,,,No
632486,szh@noc.soton.ac.uk,submitted,topographic,2024-12-19,South West,6eA8-4_20240922tri.zip,,12,,,No
632485,szh@noc.soton.ac.uk,submitted,topographic,2024-12-19,South West,6eA8-2_20240922tip.txt,,13,6eA8-2_20240922tip.txt,X:/Data/Survey_Topo/Phase4\TSW_IoS\6e\6eA8-2\6eA8-2_20240922tip\Batch\6eA8-2_20240922tip.txt,Yes
632485,szh@noc.soton.ac.uk,submitted,topographic,2024-12-19,South West,Report_Topo_6eA8-2_20240922.pdf,,13,,,No
632485,szh@noc.soton.ac.uk,submitted,topographic,2024-12-19,South West,6eA8-2_20240922tri.zip,,13,,,No
632484,szh@noc.soton.ac.uk,submitted,topographic,2024-12-19,South West,6eA8-1_20240922tip.txt,,14,6eA8-1_20240922tip.txt,X:/Data/Survey_Topo/Phase4\TSW_IoS\6e\6eA8-1\6eA8-1_20240922tip\Batch\6eA8-1_20240922tip.txt,Yes
632484,szh@noc.soton.ac.uk,submitted,topographic,2024-12-19,South West,6eA8-1_20240922tri.zip,,14,,,No
632484,szh@noc.soton.ac.uk,submitted,topographic,2024-12-19,South West,Report_Topo_6eA8-1_20240922.pdf,,14,,,No
632483,szh@noc.soton.ac.uk,submitted,topographic,2024-12-19,South West,6eA4-2_20240922tip.txt,,15,6eA4-2_20240922tip.txt,X:/Data/Survey_Topo/Phase4\TSW_IoS\6e\6eA4-2\6eA4-2_20240922tip\Batch\6eA4-2_20240922tip.txt,Yes
632483,szh@noc.soton.ac.uk,submitted,topographic,2024-12-19,South West,Report_Topo_6eA4-2_20240922.pdf,,15,,,No
632483,szh@noc.soton.ac.uk,submitted,topographic,2024-12-19,South West,6eA4-2_20240922tri.zip,,15,,,No
632398,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,6eSU11_20241116tip.txt,checked,16,6eSU11_20241116tip.txt,X:/Data/Survey_Topo/Phase4\TSW02\6e\6eSU11_Newlyn\6eSU11_20241116tip\Batch\6eSU11_20241116tip.txt,Yes
632398,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,Report_Topo_6eSU11_20241116.pdf,checked,16,Report_Topo_6eSU11_20241116.pdf,X:/Data/Survey_Topo/Phase4\TSW02\6e\6eSU11_Newlyn\6eSU11_20241116tip\Batch\Report_Topo_6eSU11_20241116.pdf,Yes
632398,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,6eSU11_20241116lei.zip,checked,16,6eSU11_20241116lei.zip,X:/Data/Survey_Topo/Phase4\TSW02\6e\6eSU11_Newlyn\6eSU11_20241116tip\Batch\6eSU11_20241116lei.zip,Yes
632397,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,6eSU10-2_20241116tip.txt,checked,17,6eSU10-2_20241116tip.txt,X:/Data/Survey_Topo/Phase4\TSW02\6e\6eSU10-2_MountsBay\6eSU10-2_20241116tip\Batch\6eSU10-2_20241116tip.txt,Yes
632397,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,Report_Topo_6eSU10-2_20241116.pdf,checked,17,Report_Topo_6eSU10-2_20241116.pdf,X:/Data/Survey_Topo/Phase4\TSW02\6e\6eSU10-2_MountsBay\6eSU10-2_20241116tip\Batch\Report_Topo_6eSU10-2_20241116.pdf,Yes
632397,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,6eSU10-2_20241116lei.zip,checked,17,6eSU10-2_20241116lei.zip,X:/Data/Survey_Topo/Phase4\TSW02\6e\6eSU10-2_MountsBay\6eSU10-2_20241116tip\Batch\6eSU10-2_20241116lei.zip,Yes
632396,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,6d6D5-14_20241116lei.zip,checked,18,6d6D5-14_20241116lei.zip,X:/Data/Survey_Topo/Phase4\TSW02\6d\6d6D5-14_KennackEast\6d6D5-14_20241116tip\Batch\6d6D5-14_20241116lei.zip,Yes
632396,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,Report_Topo_6d6D5-14_20241116.pdf,checked,18,Report_Topo_6d6D5-14_20241116.pdf,X:/Data/Survey_Topo/Phase4\TSW02\6d\6d6D5-14_KennackEast\6d6D5-14_20241116tip\Batch\Report_Topo_6d6D5-14_20241116.pdf,Yes
632396,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,6d6D5-14_20241116tip.txt,checked,18,6d6D5-14_20241116tip.txt,X:/Data/Survey_Topo/Phase4\TSW02\6d\6d6D5-14_KennackEast\6d6D5-14_20241116tip\Batch\6d6D5-14_20241116tip.txt,Yes
632395,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,6d6D5-15_20241116lei.zip,checked,19,6d6D5-15_20241116lei.zip,X:/Data/Survey_Topo/Phase4\TSW02\6d\6d6D5-15_KennackWest\6d6D5-15_20241116tip\Batch\6d6D5-15_20241116lei.zip,Yes
632395,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,Report_Topo_6d6D5-15_20241116.pdf,checked,19,Report_Topo_6d6D5-15_20241116.pdf,X:/Data/Survey_Topo/Phase4\TSW02\6d\6d6D5-15_KennackWest\6d6D5-15_20241116tip\Batch\Report_Topo_6d6D5-15_20241116.pdf,Yes
632395,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,6d6D5-15_20241116tip.txt,checked,19,6d6D5-15_20241116tip.txt,X:/Data/Survey_Topo/Phase4\TSW02\6d\6d6D5-15_KennackWest\6d6D5-15_20241116tip\Batch\6d6D5-15_20241116tip.txt,Yes
632394,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,6d6D5-17_20241116lei.zip,checked,20,6d6D5-17_20241116lei.zip,X:/Data/Survey_Topo/Phase4\TSW02\6d\6d6D5-17_Cadgwith\6d6D5-17_20241116tip\Batch\6d6D5-17_20241116lei.zip,Yes
632394,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,Report_Topo_6d6D5-17_20241116.pdf,checked,20,Report_Topo_6d6D5-17_20241116.pdf,X:/Data/Survey_Topo/Phase4\TSW02\6d\6d6D5-17_Cadgwith\6d6D5-17_20241116tip\Batch\Report_Topo_6d6D5-17_20241116.pdf,Yes
632394,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,6d6D5-17_20241116tip.txt,checked,20,6d6D5-17_20241116tip.txt,X:/Data/Survey_Topo/Phase4\TSW02\6d\6d6D5-17_Cadgwith\6d6D5-17_20241116tip\Batch\6d6D5-17_20241116tip.txt,Yes
632393,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,6bSU25-2_20241117lei.zip,checked,21,6bSU25-2_20241117lei.zip,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU25-2_BlackpoolSands\6bSU25-2_20241117tip\Batch\6bSU25-2_20241117lei.zip,Yes
632393,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,Report_Topo_6bSU25-2_20241117.pdf,checked,21,Report_Topo_6bSU25-2_20241117.pdf,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU25-2_BlackpoolSands\6bSU25-2_20241117tip\Batch\Report_Topo_6bSU25-2_20241117.pdf,Yes
632393,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,6bSU25-2_20241117tip.txt,checked,21,6bSU25-2_20241117tip.txt,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU25-2_BlackpoolSands\6bSU25-2_20241117tip\Batch\6bSU25-2_20241117tip.txt,Yes
632392,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,6bSU26-3_20241117lei.zip,checked,22,6bSU26-3_20241117lei.zip,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU26-3_Hallsands\6bSU26-3_20241117tip\Batch\6bSU26-3_20241117lei.zip,Yes
632392,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,Report_Topo_6bSU26-3_20241117.pdf,checked,22,Report_Topo_6bSU26-3_20241117.pdf,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU26-3_Hallsands\6bSU26-3_20241117tip\Batch\Report_Topo_6bSU26-3_20241117.pdf,Yes
632392,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,6bSU26-3_20241117tip.txt,checked,22,6bSU26-3_20241117tip.txt,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU26-3_Hallsands\6bSU26-3_20241117tip\Batch\6bSU26-3_20241117tip.txt,Yes
632391,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,6bSU26-2_20241117tip.txt,checked,23,6bSU26-2_20241117tip.txt,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU26-2_Beesands\6bSU26-2_20241117tip\Batch\6bSU26-2_20241117tip.txt,Yes
632391,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,6bSU26-2_20241117lei.zip,checked,23,6bSU26-2_20241117lei.zip,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU26-2_Beesands\6bSU26-2_20241117tip\Batch\6bSU26-2_20241117lei.zip,Yes
632391,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,Report_Topo_6bSU26-2_20241117.pdf,checked,23,Report_Topo_6bSU26-2_20241117.pdf,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU26-2_Beesands\6bSU26-2_20241117tip\Batch\Report_Topo_6bSU26-2_20241117.pdf,Yes
632390,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,6bSU26-1_20241117lei.zip,checked,24,6bSU26-1_20241117lei.zip,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU26-1_SlaptonSands\6bSU26_1_20241117tip\Batch\6bSU26-1_20241117lei.zip,Yes
632390,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,Report_Topo_6bSU26-1_20241117.pdf,checked,24,Report_Topo_6bSU26-1_20241117.pdf,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU26-1_SlaptonSands\6bSU26_1_20241117tip\Batch\Report_Topo_6bSU26-1_20241117.pdf,Yes
632390,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,6bSU26-1_20241117tip.txt,checked,24,6bSU26-1_20241117tip.txt,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU26-1_SlaptonSands\6bSU26_1_20241117tip\Batch\6bSU26-1_20241117tip.txt,Yes
632389,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,6bSU18-1_20241115tip.txt,checked,25,6bSU18-1_20241115tip.txt,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU18-1_Teignmouth\6bSU18-1_20241115tip\Batch\6bSU18-1_20241115tip.txt,Yes
632389,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,Report_Topo_6bSU18-1_20241115.pdf,checked,25,Report_Topo_6bSU18-1_20241115.pdf,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU18-1_Teignmouth\6bSU18-1_20241115tip\Batch\Report_Topo_6bSU18-1_20241115.pdf,Yes
632389,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,6bSU18-1_20241115lei.zip,checked,25,6bSU18-1_20241115lei.zip,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU18-1_Teignmouth\6bSU18-1_20241115tip\Batch\6bSU18-1_20241115lei.zip,Yes
632388,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,6bSU17_20241115tip.txt,checked,26,6bSU17_20241115tip.txt,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU17_Dawlish\6bSU17_20241115tip\Batch\6bSU17_20241115tip.txt,Yes
632388,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,Report_Topo_6bSU17_20241115.pdf,checked,26,Report_Topo_6bSU17_20241115.pdf,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU17_Dawlish\6bSU17_20241115tip\Batch\Report_Topo_6bSU17_20241115.pdf,Yes
632388,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,6bSU17_20241115lei.zip,checked,26,6bSU17_20241115lei.zip,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU17_Dawlish\6bSU17_20241115tip\Batch\6bSU17_20241115lei.zip,Yes
632387,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,6bSU16-3_20241118tip.txt,checked,27,6bSU16-3_20241118tip.txt,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU16-3_Dawlish_Warren\6bSU16-3_20241118tip\Batch\6bSU16-3_20241118tip.txt,Yes
632387,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,Report_Topo_6bSU16-3_20241118.pdf,checked,27,Report_Topo_6bSU16-3_20241118.pdf,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU16-3_Dawlish_Warren\6bSU16-3_20241118tip\Batch\Report_Topo_6bSU16-3_20241118.pdf,Yes
632387,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,6bSU16-3_20241118lei.zip,checked,27,6bSU16-3_20241118lei.zip,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU16-3_Dawlish_Warren\6bSU16-3_20241118tip\Batch\6bSU16-3_20241118lei.zip,Yes
632386,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,Report_Topo_6aSU13_20241118.pdf,checked,28,Report_Topo_6aSU13_20241118.pdf,X:/Data/Survey_Topo/Phase4\TSW01\6a\6aSU13_BudleighSalterton\6aSU13_20241118tip\Batch\Report_Topo_6aSU13_20241118.pdf,Yes
632386,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,6aSU13_20241118lei.zip,checked,28,6aSU13_20241118lei.zip,X:/Data/Survey_Topo/Phase4\TSW01\6a\6aSU13_BudleighSalterton\6aSU13_20241118tip\Batch\6aSU13_20241118lei.zip,Yes
632386,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,6aSU13_20241118tip.txt,checked,28,6aSU13_20241118tip.txt,X:/Data/Survey_Topo/Phase4\TSW01\6a\6aSU13_BudleighSalterton\6aSU13_20241118tip\Batch\6aSU13_20241118tip.txt,Yes
632385,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,6aSU12_20241118lei.zip,checked,29,6aSU12_20241118lei.zip,X:/Data/Survey_Topo/Phase4\TSW01\6a\6aSU12_BudleighSaltertonEast\6aSU12_20241118tip\Batch\6aSU12_20241118lei.zip,Yes
632385,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,Report_Topo_6aSU12_20241118.pdf,checked,29,Report_Topo_6aSU12_20241118.pdf,X:/Data/Survey_Topo/Phase4\TSW01\6a\6aSU12_BudleighSaltertonEast\6aSU12_20241118tip\Batch\Report_Topo_6aSU12_20241118.pdf,Yes
632385,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,6aSU12_20241118tip.txt,checked,29,6aSU12_20241118tip.txt,X:/Data/Survey_Topo/Phase4\TSW01\6a\6aSU12_BudleighSaltertonEast\6aSU12_20241118tip\Batch\6aSU12_20241118tip.txt,Yes
632384,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,7eSANB1_20241104tip.txt,checked,30,7eSANB1_20241104tip.txt,X:/Data/Survey_Topo/Phase4\TSW04\7e\7eSANB1_Sand_Bay\7eSANDB1_20241104tip\Batch\7eSANB1_20241104tip.txt,Yes
632384,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,Report_Topo_7eSANB1_20241104.pdf,checked,30,Report_Topo_7eSANB1_20241104.pdf,X:/Data/Survey_Topo/Phase4\TSW04\7e\7eSANB1_Sand_Bay\7eSANDB1_20241104tip\Batch\Report_Topo_7eSANB1_20241104.pdf,Yes
632384,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,7eSANB1_20241104lei.zip,checked,30,7eSANB1_20241104lei.zip,X:/Data/Survey_Topo/Phase4\TSW04\7e\7eSANB1_Sand_Bay\7eSANDB1_20241104tip\Batch\7eSANB1_20241104lei.zip,Yes
632383,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,7dPARR3_20241101tip.txt,checked,31,7dPARR3_20241101tip.txt,X:/Data/Survey_Topo/Phase4\TSW04\7d\7dPARR3_Steart\7dPARR3_20241101tip\Batch\7dPARR3_20241101tip.txt,Yes
632383,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,Report_Topo_7dPARR3_20241101.pdf,checked,31,Report_Topo_7dPARR3_20241101.pdf,X:/Data/Survey_Topo/Phase4\TSW04\7d\7dPARR3_Steart\7dPARR3_20241101tip\Batch\Report_Topo_7dPARR3_20241101.pdf,Yes
632383,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,7dPARR3_20241101lei.zip,checked,31,7dPARR3_20241101lei.zip,X:/Data/Survey_Topo/Phase4\TSW04\7d\7dPARR3_Steart\7dPARR3_20241101tip\Batch\7dPARR3_20241101lei.zip,Yes
632382,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,7dPARR2_20241101tip.txt,checked,32,7dPARR2_20241101tip.txt,X:/Data/Survey_Topo/Phase4\TSW04\7d\7dPARR2_Stolford\7dPARR2_20241101tip\Batch\7dPARR2_20241101tip.txt,Yes
632382,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,Report_Topo_7dPARR2_20241101.pdf,checked,32,Report_Topo_7dPARR2_20241101.pdf,X:/Data/Survey_Topo/Phase4\TSW04\7d\7dPARR2_Stolford\7dPARR2_20241101tip\Batch\Report_Topo_7dPARR2_20241101.pdf,Yes
632382,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,7dPARR2_20241101lei.zip,checked,32,7dPARR2_20241101lei.zip,X:/Data/Survey_Topo/Phase4\TSW04\7d\7dPARR2_Stolford\7dPARR2_20241101tip\Batch\7dPARR2_20241101lei.zip,Yes
632380,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,7dPORL2_20241017tip.txt,checked,33,7dPORL2_20241017tip.txt,X:/Data/Survey_Topo/Phase4\TSW04\7d\7dPORL2_Porlock_Weir\7dPORL2_20241017tip\Batch\7dPORL2_20241017tip.txt,Yes
632380,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,Report_Topo_7dPORL2_20241017.pdf,checked,33,Report_Topo_7dPORL2_20241017.pdf,X:/Data/Survey_Topo/Phase4\TSW04\7d\7dPORL2_Porlock_Weir\7dPORL2_20241017tip\Batch\Report_Topo_7dPORL2_20241017.pdf,Yes
632380,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,7dPORL2_20241017lei.zip,checked,33,7dPORL2_20241017lei.zip,X:/Data/Survey_Topo/Phase4\TSW04\7d\7dPORL2_Porlock_Weir\7dPORL2_20241017tip\Batch\7dPORL2_20241017lei.zip,Yes
632379,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,7dPORL1_20241017tip.txt,checked,34,7dPORL1_20241017tip.txt,X:/Data/Survey_Topo/Phase4\TSW04\7d\7dPORL1_Gore_Point\7dPORL1_20241017tip\Batch\7dPORL1_20241017tip.txt,Yes
632379,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,Report_Topo_7dPORL1_20241017.pdf,checked,34,Report_Topo_7dPORL1_20241017.pdf,X:/Data/Survey_Topo/Phase4\TSW04\7d\7dPORL1_Gore_Point\7dPORL1_20241017tip\Batch\Report_Topo_7dPORL1_20241017.pdf,Yes
632379,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,7dPORL1_20241017lei.zip,checked,34,7dPORL1_20241017lei.zip,X:/Data/Survey_Topo/Phase4\TSW04\7d\7dPORL1_Gore_Point\7dPORL1_20241017tip\Batch\7dPORL1_20241017lei.zip,Yes
632378,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,7dMINE6_20241016tip.txt,checked,35,7dMINE6_20241016tip.txt,X:/Data/Survey_Topo/Phase4\TSW04\7d\7dMINE6_Blue_Anchor\7dMINE6_20241016tip\Batch\7dMINE6_20241016tip.txt,Yes
632378,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,Report_Topo_7dMINE6_20241016.pdf,checked,35,Report_Topo_7dMINE6_20241016.pdf,X:/Data/Survey_Topo/Phase4\TSW04\7d\7dMINE6_Blue_Anchor\7dMINE6_20241016tip\Batch\Report_Topo_7dMINE6_20241016.pdf,Yes
632378,szh@noc.soton.ac.uk,submitted,topographic,2024-12-16,South West,7dMINE6_20241016lei.zip,checked,35,7dMINE6_20241016lei.zip,X:/Data/Survey_Topo/Phase4\TSW04\7d\7dMINE6_Blue_Anchor\7dMINE6_20241016tip\Batch\7dMINE6_20241016lei.zip,Yes
